"Figure 2. Change in Sea Surface Temperature, 1901-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climatechange/indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: IPCC, 2013; NOAA, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: °F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lat/Long,-177.5,-172.5,-167.5,-162.5,-157.5,-152.5,-147.5,-142.5,-137.5,-132.5,-127.5,-122.5,-117.5,-112.5,-107.5,-102.5,-97.5,-92.5,-87.5,-82.5,-77.5,-72.5,-67.5,-62.5,-57.5,-52.5,-47.5,-42.5,-37.5,-32.5,-27.5,-22.5,-17.5,-12.5,-7.5,-2.5,2.5,7.5,12.5,17.5,22.5,27.5,32.5,37.5,42.5,47.5,52.5,57.5,62.5,67.5,72.5,77.5,82.5,87.5,92.5,97.5,102.5,107.5,112.5,117.5,122.5,127.5,132.5,137.5,142.5,147.5,152.5,157.5,162.5,167.5,172.5,177.5
-87.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
-82.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
-77.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.007586,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
-72.5,null,null,null,null,3.602502,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.000466,null,null,null,1.932012,null,null,null,0.36423,0.548856,0.69885,1.047276,1.242882,1.2573,1.437534,1.54818,1.545174,0.683352,0.895842,2.116188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624266,1.480842,null,null,null,null,null,null,null,null,null,null
-67.5,null,null,null,null,null,2.76435,3.426912,2.973402,3.508218,3.90348,3.56679,3.751722,null,null,null,null,null,null,null,null,null,null,null,null,null,2.133774,null,null,1.774854,null,0.518184,0.786276,1.012752,0.347886,0.405846,0.580482,0.962586,1.236258,1.443276,1.743156,1.905894,1.963818,1.972944,1.485846,0.453816,null,2.472588,2.631024,2.49678,2.464992,2.228922,2.368458,2.782674,2.892348,2.857536,2.282292,null,null,null,null,null,null,3.118896,null,null,null,null,null,null,null,null,null
-62.5,null,null,1.388178,2.043792,2.18367,2.29626,2.108574,2.151468,2.561418,2.531232,2.687922,3.269592,2.947824,2.50038,2.328282,1.959714,2.472786,null,null,null,null,null,null,null,null,null,0.999684,0.13959,-0.766026,-0.603234,-0.276822,0.372636,0.733734,0.788796,0.863424,0.919512,0.99873,1.611864,2.225664,2.234556,2.226888,2.294622,2.35089,2.444022,2.274516,2.289636,2.536974,2.416896,2.5812,2.44053,3.036834,2.922966,3.22983,3.249774,2.90034,2.704284,2.591838,2.429946,2.614482,2.505906,2.281014,2.665296,2.568708,3.164472,null,null,null,null,2.351232,1.63143,1.032012,0.639918
-57.5,0.5679,0.897066,1.375398,1.555164,1.588518,1.700424,1.810296,1.641366,1.27503,1.309428,1.924218,2.462436,2.903706,3.574584,3.406536,3.230946,3.160764,2.260278,null,null,null,1.21176,1.177218,null,3.63402,2.98476,1.351044,-0.07515,-0.56799,-0.601272,-0.349398,0.017334,0.448164,0.78426,1.04445,1.16496,1.010736,1.367352,1.717092,2.058588,2.178558,2.642832,3.106008,3.125754,2.5983,3.36546,3.025026,2.50821,3.238164,2.472246,3.22965,3.236598,3.100626,3.314556,3.004758,3.310596,3.405366,2.020032,2.638278,2.92185,2.87487,2.645352,2.822544,2.074554,2.16666,1.25244,1.616238,2.07009,1.63962,1.223172,0.829782,0.554976
-52.5,1.116486,1.257606,1.286388,1.273752,1.25118,1.305162,1.420074,1.367568,1.253034,1.14534,1.01583,1.46241,1.614168,2.764674,3.085254,3.437352,3.236724,3.392118,3.556278,3.009294,2.860164,2.148948,1.80738,1.828152,2.610288,2.443572,1.37448,0.185058,-0.168894,-0.44766,-0.261738,0.092574,0.529614,1.054584,1.416384,1.492488,1.24362,1.867176,2.146464,2.660958,2.392506,3.040452,3.170646,3.195234,3.09357,3.856554,3.776238,3.316392,3.85416,3.260898,3.280608,3.269124,2.861784,3.225258,3.566502,3.463056,3.865122,3.318912,3.216906,3.064878,3.207204,3.499344,3.221154,1.854522,0.340722,0.357318,1.128186,1.757898,1.60128,1.362204,1.217214,1.123182
-47.5,1.387062,1.43703,1.304496,0.996156,0.849168,0.902484,1.105308,1.193958,1.20429,1.159416,1.075194,1.18917,1.44045,2.124612,2.343474,2.50713,2.490264,2.554038,3.440646,3.09114,3.282984,3.148542,2.634354,2.418588,2.14425,1.61559,0.81342,0.14598,-0.139446,-0.119106,0.086238,0.487296,0.916704,1.355094,1.662246,1.899036,2.552166,2.821302,2.327256,2.545596,2.27871,2.1465,1.909008,2.245842,2.969334,2.825208,2.34081,3.431988,3.351582,3.348666,2.810898,2.82933,2.971944,3.403368,3.620682,3.794022,3.437892,3.770424,3.905892,3.7467,3.564216,3.65373,3.309516,2.29401,-0.065322,0.204408,0.896904,1.329156,1.398852,1.284858,1.253718,1.288368
-42.5,1.34154,1.445076,1.349838,1.087074,0.99036,1.064142,1.267236,1.284678,1.249416,1.14669,1.110924,1.56096,1.54377,1.960434,2.663874,2.040804,1.03149,1.216908,2.22228,2.326212,2.28609,2.352942,1.527372,1.436472,0.980622,0.6516,0.460926,0.340308,0.361728,0.512298,0.761094,1.080486,1.406592,1.741104,2.197728,2.525022,2.372184,1.740978,1.599318,1.348794,1.813464,1.460934,0.675594,0.65178,1.925478,1.640232,1.334556,3.216276,2.860146,2.738052,2.574036,2.794356,2.673666,3.504168,null,null,null,3.65283,3.76983,3.666816,3.192588,3.293802,2.776644,1.522746,1.152126,0.76293,0.698616,0.867024,0.91143,0.907488,0.983538,1.192266
-37.5,1.445418,1.541214,1.453032,1.362366,1.403262,1.514844,1.561176,1.412478,1.232226,1.073232,1.096398,1.484982,1.764234,2.078946,1.962414,1.618956,0.898092,0.645246,0.45783,0.586368,1.277748,1.019502,0.887328,0.808758,0.67266,0.62496,0.718956,0.775602,0.804294,1.099134,1.358892,1.497996,1.662012,1.774134,2.103228,2.320362,2.161872,2.068902,1.309698,1.161864,1.055574,1.13742,1.314072,1.35648,1.586124,1.486152,1.459872,2.573208,2.814372,2.49678,1.856646,2.02473,1.916136,1.955394,2.257326,null,null,2.59479,2.704914,2.74482,1.786392,2.669598,2.746854,2.556738,1.733328,1.04418,0.738216,0.703368,0.883728,0.987156,1.07226,1.270098
-32.5,1.449882,1.547154,1.592172,1.695996,1.68354,1.647702,1.575432,1.271988,1.034262,0.891612,0.997092,1.402812,2.50227,2.995506,1.716678,2.255562,0.289584,0.306144,-0.081918,0.47439,0.505206,0.669816,0.836424,1.213416,1.14156,1.15371,1.200186,1.158246,1.158624,1.358874,1.577862,1.695204,1.772928,1.685916,2.23272,2.780586,2.904246,2.979396,2.207142,1.1763,1.416618,1.12023,1.089648,1.884042,1.642464,1.706184,2.26467,2.517282,2.452824,2.345976,0.688698,1.473264,1.351332,1.536066,1.610352,1.659366,1.53918,1.831752,1.89324,2.035224,1.987092,2.275074,2.440152,2.14695,1.626732,1.091736,0.753804,0.642708,0.933858,1.21806,1.287486,1.44108
-27.5,1.434978,1.568718,1.611108,1.580814,1.49499,1.411956,1.284984,1.0467,0.83349,0.797994,0.952902,1.16127,1.344456,1.756152,2.42964,1.63431,1.029006,1.193742,0.926532,0.900468,0.858402,0.899514,1.18224,1.464984,1.572858,1.513746,1.446228,1.39734,1.491858,1.704546,1.825992,1.827846,1.861272,2.005578,2.44314,2.33244,2.2986,2.280924,2.261034,2.18646,1.686294,1.520928,1.681146,1.812384,2.28987,1.85031,1.780704,2.210904,1.97883,1.862172,1.716822,1.310922,1.255356,1.186056,1.4472,1.702746,1.477476,1.451718,1.700424,1.5714,1.840338,1.807182,1.670832,1.3905,1.402812,0.984276,0.85518,0.88443,1.084626,1.29852,1.328544,1.335438
-22.5,1.36116,1.428426,1.275768,1.189746,1.304082,1.038132,0.928746,0.789966,0.701064,0.78309,1.027476,1.161522,1.169136,1.231524,1.18386,2.553498,1.507572,1.090728,1.074096,1.036242,1.210824,1.473822,1.571328,1.769598,1.827774,1.77993,1.695762,1.70352,1.82691,1.968552,1.978992,1.880442,1.878138,1.861164,1.880136,null,null,null,null,null,1.815948,1.708362,1.674792,1.80612,2.677104,2.723274,2.562858,2.210922,1.852884,1.834758,2.198772,1.93122,1.149192,1.26405,1.488348,1.410156,1.513422,1.321596,1.761948,1.970802,1.809288,1.44072,1.01079,0.970992,1.12356,1.231362,1.467792,1.272492,1.337598,1.344762,1.321146,1.315458
-17.5,null,1.1979,1.28421,1.03176,1.193688,0.910368,0.872658,0.775584,0.735246,0.894492,1.107216,1.253214,1.10556,0.952254,0.875592,1.27575,1.713546,1.77156,1.699326,1.319292,1.532286,1.753866,1.885824,1.9206,1.788804,1.747116,1.701594,1.744614,1.881054,1.974348,1.968966,1.880028,1.790802,0.900306,0.891918,0.818856,null,null,null,null,1.838538,1.757376,1.87992,2.068938,2.166552,2.751876,2.556954,2.085948,1.969614,1.928862,1.844838,1.529928,1.562382,1.503126,1.413792,1.717866,1.638198,1.56357,1.642248,1.762038,1.598634,1.1916,0.936036,0.954486,1.09944,1.35567,1.450638,1.511226,null,null,null,null
-12.5,null,null,1.095192,0.996768,0.96156,0.998514,1.006452,0.984636,1.096722,1.069794,1.07622,1.126764,0.931014,0.902592,0.849546,0.841986,0.848754,1.112256,1.634706,1.607076,1.630008,1.990296,1.920024,1.8432,1.764828,1.601748,1.556928,1.617534,1.72575,1.880496,1.957122,1.947402,1.79685,0.766908,0.788904,0.559692,1.020942,1.252638,null,null,null,1.757304,2.287602,2.284326,2.137032,2.023668,1.836072,2.010744,1.97343,1.957266,1.946826,1.745622,1.771596,1.722114,1.70415,1.664748,1.715202,1.795572,1.432458,1.446102,1.429416,1.419696,1.23543,1.444194,1.6191,1.512288,null,null,null,null,null,null
-7.5,null,null,1.18629,1.044612,0.94527,0.834408,null,null,1.145214,0.985968,1.018908,0.922032,0.848808,0.805176,0.869688,0.94329,0.970578,1.009422,1.171944,1.381572,1.679346,2.08845,1.803186,2.047914,1.649988,1.423512,1.404504,1.51353,1.673676,1.864188,1.977066,2.005632,1.962018,1.524852,0.953532,0.949194,1.699632,1.721034,1.956888,2.241792,null,null,2.165022,2.416158,2.29725,2.477718,1.897524,2.018052,1.980846,1.985616,1.94319,1.896282,1.84167,1.841256,1.807362,1.705464,1.535508,1.31022,1.314612,1.383786,1.39671,1.533852,1.61829,1.668852,1.667142,1.647126,1.62792,null,null,null,null,null
-2.5,null,null,1.21473,0.963972,null,null,null,null,0.9369,0.791028,1.00368,1.129104,1.044288,1.036278,1.084464,1.057932,1.135764,1.376802,1.444932,1.493118,1.43289,1.139094,1.22904,1.265904,1.458702,1.683414,1.404972,1.568124,1.722834,1.866294,1.993428,2.0511,2.039112,1.999602,1.84527,2.187414,2.344104,2.417256,2.147724,2.24235,null,null,2.115846,2.271366,2.379204,2.233422,2.111652,2.100744,2.068884,2.058606,2.016954,1.952928,1.898604,1.855224,1.79784,1.719468,1.632582,1.415466,1.634382,1.726542,1.511568,1.571724,1.621926,1.667988,1.697076,1.643652,1.522836,1.359702,null,null,null,null
2.5,1.290924,1.15371,1.216746,1.003158,1.089936,null,null,null,null,0.893178,1.142172,1.239282,1.126098,1.182906,1.294686,1.393992,1.378728,1.648674,1.732572,1.696536,1.139796,0.973584,null,0.562284,1.82862,2.161962,2.576574,2.3742,1.994472,1.870686,1.978362,2.022912,2.035854,2.050704,2.097342,2.282364,2.448828,2.67489,2.287458,2.127096,null,null,null,2.129724,2.217042,2.203614,2.159694,2.139912,2.102112,2.041686,1.965348,1.866474,1.81692,1.804734,1.761372,1.663884,1.676358,1.45053,1.729134,1.576872,1.53603,1.640592,1.690722,1.78506,1.735938,1.728612,1.639206,1.475838,1.31697,null,null,null
7.5,1.209438,1.19583,1.260126,1.10664,1.127394,null,null,null,null,1.2672,1.23462,1.23057,1.229778,1.227294,1.410516,1.326456,1.372068,1.58805,1.922688,1.923912,1.738656,1.813572,1.962162,null,null,2.670354,3.112488,3.389688,3.763782,2.101032,1.94841,1.954116,1.997334,2.069154,2.18169,2.397618,2.663406,2.876094,2.594916,1.98684,null,null,1.441278,1.9521,1.935018,1.861182,1.801764,1.743642,1.73691,1.697706,1.63008,1.57302,1.545138,1.59309,1.653624,1.649826,1.622124,1.58805,1.535148,1.527462,1.566504,1.678752,1.726074,1.767906,1.9116,1.825542,1.938384,1.639458,1.37871,null,null,1.334214
12.5,1.462248,1.688058,1.344312,1.308528,1.201212,1.203552,null,null,1.21077,1.124298,1.15704,1.146168,1.232298,1.303344,1.164906,1.03482,1.062522,1.378746,1.69389,1.887318,2.064276,2.289492,2.38887,null,null,3.264426,3.193866,3.14415,2.320884,1.979874,1.968606,1.942164,1.976634,1.965942,2.08098,2.285802,2.513016,2.852568,2.745288,1.743912,1.735956,1.536138,1.266858,1.651086,1.75968,1.678914,1.504386,1.37034,1.250748,1.215594,1.203642,1.15578,1.182168,1.28214,1.391634,1.490814,1.607094,1.638666,1.579716,1.510326,1.58391,1.682766,1.929582,1.841832,1.975338,2.044908,2.02392,1.934622,1.68138,1.663002,1.594836,1.536282
17.5,1.635786,1.653642,1.475946,1.354608,1.393632,1.407798,null,null,1.047042,1.165446,1.122228,1.06326,1.027674,1.005534,1.07082,0.924282,0.836352,1.148742,1.564308,1.926162,2.170044,2.230848,3.09456,3.277566,3.377124,3.157002,3.162762,3.046878,2.150496,2.04876,2.030148,1.984122,1.909656,1.883394,1.971702,2.02662,2.12607,2.424618,2.207916,1.813536,1.781208,1.837764,1.023678,1.655496,1.664244,1.691766,1.349172,1.1682,1.072944,0.92493,0.86031,0.758466,0.828936,1.005336,1.192518,1.410714,1.548342,1.488492,1.481868,1.49418,1.719306,2.43333,2.655414,2.304864,2.221992,2.007846,1.968804,1.890846,1.78974,1.666116,1.608804,1.725858
22.5,1.862064,1.80171,1.69488,1.614096,1.800666,1.366182,null,null,1.107144,1.005264,0.937836,0.90729,0.89019,0.924462,0.938214,0.86733,0.781038,0.749898,1.240686,1.61568,1.8549,2.125656,2.934522,3.593916,3.346326,3.353904,3.310452,2.088522,1.976256,2.130066,2.153718,1.975986,1.840464,1.76571,1.883898,1.92483,1.953306,2.078694,2.163546,2.05173,1.96632,1.551132,1.499904,1.624194,1.566828,1.51677,1.243116,1.1601,1.061478,1.07046,0.999162,0.850572,0.858726,1.046052,1.282248,1.611306,1.68129,1.54764,1.504206,1.68273,2.02509,2.218662,2.30922,2.17341,3.177936,1.67058,1.873998,1.893672,1.871928,1.717596,1.607508,1.736082
